Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
rotala-ramosior-florida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0587/7422/5058/products/rotala_ramosior_florida_1549427721_9b8ef566_progressive.jpg?v=1652650045,3,"",,,,,,,,,,,,,,,,,,,,
rotala-ramosior-florida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0587/7422/5058/products/rotala_ramosior_florida_1549427721_aecce43a_progressive.jpg?v=1652650045,4,"",,,,,,,,,,,,,,,,,,,,
balansae-plant-cryptocoryne-crispatula,Balansae Plant (Cryptocoryne crispatula),"<meta charset=""utf-8"">
<p data-mce-fragment=""1"">Cryptocoryne are one of the most</p>
<p data-mce-fragment=""1"">popular, and widely available aquatic</p>
<p data-mce-fragment=""1"">plants in the aquarium hobby. There</p>
<p data-mce-fragment=""1"">are many types and colour variations,</p>
<p data-mce-fragment=""1"">and it can be found in green, red and</p>
<p data-mce-fragment=""1"">brown to name a few. The size of the</p>
<p data-mce-fragment=""1"">leaves can vary greatly, and even the</p>
<p data-mce-fragment=""1"">texture of the leaves can differ from</p>
<p data-mce-fragment=""1"">plant to plant.</p>
<br data-mce-fragment=""1"">
<p data-mce-fragment=""1"">This plant was originally native to Sri Lanka, though it has become established as an invasive species in Florida in recent years. It is commonly found in streams and rivers throughout Sri Lanka, and it tends to grow in shaded areas.</p>
<p data-mce-fragment=""1"">This sturdy variety of tropical freshwater plant is a wonderful addition to any freshwater aquarium. Fantastic as a front and mid ground plant crypts will never fail to deliver.</p>",Aquatic Swan Design,,Product_Plants,"",true,Title,Default Title,,,,,,,,"",0.0,shopify,deny,manual,25.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0587/7422/5058/products/s-l1.jpg?v=1650929336,1,"",false,,,,,,,,,,,,,,,,kg,,,active
balansae-plant-cryptocoryne-crispatula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0587/7422/5058/products/s-l3.jpg?v=1650929336,2,"",,,,,,,,,,,,,,,,,,,,
rotala-indica-bonsai,Rotala Indica/Bonsai,"<meta charset=""utf-8""><span data-mce-fragment=""1"">True Rotala indica is not very well-known as aquarium plant. At the moment is it labeled as </span><strong data-mce-fragment=""1"">Ammania sp. ""Bonsai""</strong><span data-mce-fragment=""1""> and </span><strong data-mce-fragment=""1"">Rotala sp. ""Bonsai""</strong><span data-mce-fragment=""1""> as the trade names, but its flowers have helped identify it correctly as R. indica. The name Rotala indica has been known in the aquarium hobby for a long time, but it was erroneously used for the totally different species Rotala rotundifolia. The unique appearance of Rotala indica can best be described as compact miniature version of Bacopa caroliniana. R. indica is a slow grower; under a lot of light, the shoot tips and stems turn reddish. With its straight hardly ramified thick stems and its roundish leaves it is best planted in a group in the fore- or middle ground of a tank. Rotala indica is especially suitable for smaller aquaria, but a large group of this plant may look nice in a bigger tank, too. Good lighting (at least 0.5 W/litre) and an ample supply of CO</span><sub data-mce-fragment=""1"">2</sub><span data-mce-fragment=""1""> and nutrients need to be made sure. Moreover, R. indica should not be planted in the shade.</span><br data-mce-fragment=""1""><br data-mce-fragment=""1"">
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Condition  New</li>
<li data-mce-fragment=""1"">Type:    Stem    </li>
<li data-mce-fragment=""1"">Origin:    Cultivar    </li>
<li data-mce-fragment=""1"">Growth rate:    Slow    </li>
<li data-mce-fragment=""1"">Height:    5 - 20+   </li>
<li data-mce-fragment=""1"">Light demand:    Medium     </li>
<li data-mce-fragment=""1"">CO2:    Medium </li>
</ul>
<ul data-mce-fragment=""1"">
<ul data-mce-fragment=""1"">
<ul data-mce-fragment=""1"">
<ul data-mce-fragment=""1"">
<ul data-mce-fragment=""1"">
<ul data-mce-fragment=""1"">
<ul data-mce-fragment=""1""></ul>
</ul>
</ul>
</ul>
</ul>
</ul>
</ul>
<strong data-mce-fragment=""1"">Priced per: 5 Stems ( Submerged Grown , size 5 cm each stem) </strong>",Aquatic Swan Design,,Product_Plants,"",true,Title,Default Title,,,,,,,,"",0.0,shopify,deny,manual,9.90,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0587/7422/5058/products/micro-aquatic-shop-aquarium-plants-rotala-indica-bonsai-shop-rotala-bonsai-at-8-95-aud-12477978509382.jpg?v=1650928765,1,"",false,,,,,,,,,,,,,,,,kg,,,active
rotala-indica-bonsai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0587/7422/5058/products/micro-aquatic-shop-aquarium-plants-rotala-indica-bonsai-shop-rotala-bonsai-at-8-95-aud-12477979099206.jpg?v=1650928765,2,"",,,,,,,,,,,,,,,,,,,,
rotala-indica-bonsai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0587/7422/5058/products/micro-aquatic-shop-aquarium-plants-rotala-indica-bonsai-shop-rotala-bonsai-at-8-95-aud-12477979164742.jpg?v=1650928765,3,"",,,,,,,,,,,,,,,,,,,,
24k-full-gold-golden-dragon-guppy-pair,24k Full Gold / Golden Dragon Guppy - (Pair),"<meta charset=""utf-8""><span data-mce-fragment=""1"">Offering a </span><strong data-mce-fragment=""1"">pair</strong><span data-mce-fragment=""1""> (male and female) of </span><strong data-mce-fragment=""1"">Full Gold Guppy<span data-mce-fragment=""1""> </span></strong><span data-mce-fragment=""1"">(Poecilia reticulata) – approximately 3 … 4 cm in size.</span>",Duckaroo,,Product_Shrimps,"",true,Title,Default Title,,,,,,,,"",0.0,shopify,deny,manual,85.00,120.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0587/7422/5058/products/Bedotia-madagascariensis-10.jpg?v=1650928427,1,"",false,,,,,,,,,,,,,,,,kg,,,active
albino-blue-topaz-guppy-sold-as-a-pair-male-and-female,Albino Blue Topaz Guppy PAIR,"<meta charset=""utf-8"">
<div class=""quick_stat_entry"" data-mce-fragment=""1""><span class=""quick_stat_label"" data-mce-fragment=""1"">The Albino Blue Topaz Guppy is one of many unique varieties of Poecilia reticulata guppy developed through years of careful, selective breeding. Though guppies are typically known for their vibrant coloration, the male Albino Blue Topaz features an exciting blue-orange coloration on the face, dorsal fin, and tail fin. This fresh, exciting coloration makes the Albino Blue Topaz stand out and is relished by guppy enthusiasts and any freshwater aquarium hobbyist interested in unusual and distinct fish.</span></div>
<div class=""quick_stat_entry"" data-mce-fragment=""1"">
<p data-mce-fragment=""1"">The guppy (<em data-mce-fragment=""1"">poecilia reticulata) </em>is one of the most beautiful and easy to keep fish of all times.</p>
<p data-mce-fragment=""1"">A great tropical fish for freshwater aquarium fish beginners, the Guppy is a very hardy tropical fish that is also a very prolific breeder. The male guppy is easy to distinguish from the female guppy because the male is usually more colorful with extremely colorful and large caudal fins (tails). The female is usually larger, thicker bodied, with less color and a smaller cuadal fin (tail).</p>
<p data-mce-fragment=""1"">They are livebearers which means that the babies are free swimming at birth. At each birth, the female can have anywhere between 4 and 60 or more babies. If left in a community tank, the guppy fry will be quickly eaten if not secured in a breeding net or breeder's box. Sadly, even the guppy parents will partake in the baby guppy feast.</p>
<p data-mce-fragment=""1"">Please be responsible and have a plan for what to do with the guppy fry. If you're not interested in breeding them they should do just fine when kept as all males or all females. Mix the sexes and you will most likely have babies. If knowing that the larger fish in the tank are having a feast (as they would in the wild) on the baby guppies bothers you then only keep all males or all females. You may sometimes see some aggression amongst the males but nothing too out of hand.</p>
<p data-mce-fragment=""1"">Also, keep in mind that female guppies can be pregnant when you buy them from the store. Look for the gravid spot by the anal vent or a bulging in the belly area.</p>
<p data-mce-fragment=""1"">The Albino Blue Topaz requires an aquarium of at least 10 gallons in size. It is a very peaceful fish and should be housed with tankmates of similar temperament. Though the Albino Blue Topaz is a hardy fish tolerant of small changes in water parameters, care should be taken to keep water temperature, pH, and nutrient levels in check. This hardy and energetic fish makes an excellent fish for beginning hobbyists.</p>
<p data-mce-fragment=""1"">Guppies are relatively easy to breed even for the beginning aquarists. If you are interested in breeding guppies, the ideal aquarium should have a covering of floating plants and a breeding box to protect the fry. Adults may eat the fry if left to fend for themselves without the breeding box. The fry should be fed brine shrimp, micro food, and pulverized flakes.</p>
<p data-mce-fragment=""1"">The Albino Blue Topaz is an omnivore and requires both algae-based foods as well as meaty foods. An algae-based flake food, along with freeze-dried bloodworms, tubifex, and brine shrimp will provide guppies with the proper nutrition.</p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1""><strong data-mce-fragment=""1"">Food</strong></span></p>
<p data-mce-fragment=""1"">They will accept most fish food including vitamin enriched flakes, frozen, freeze-dried, and live foods. Try to give them a variety of foods for optimum health and coloration. Feeding them live or frozen foods every once in a while should do wonders for their activity levels and general well being.</p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1""><strong data-mce-fragment=""1"">Care Guide</strong></span></p>
<p data-mce-fragment=""1""><span class=""b"" data-mce-fragment=""1"">Scientific Name:</span> Poecilia reticulata</p>
<p data-mce-fragment=""1""><span class=""b"" data-mce-fragment=""1"">Common Names:</span> <em data-mce-fragment=""1"">Guppy, Fancy Tail Guppy, Millions Fish, Rainbow Fish</em></p>
<p data-mce-fragment=""1"">Color: Blue, Orange</p>
<p data-mce-fragment=""1""><span class=""b"" data-mce-fragment=""1"">Guppy Care Level:</span> Easy, good for freshwater beginners when you have only one sex. This fish will breed easily in your tank if you plan on keeping males and females in the same tank.</p>
<p data-mce-fragment=""1""><span class=""b"" data-mce-fragment=""1"">Size:</span> 2 inches (5 cm)</p>
<p data-mce-fragment=""1""><span class=""b"" data-mce-fragment=""1"">pH:</span> 7 - 8</p>
<p data-mce-fragment=""1""><span class=""b"" data-mce-fragment=""1"">Temperature :</span> 66°F - 84°F (19°C - 29°C)</p>
<p data-mce-fragment=""1""><span class=""b"" data-mce-fragment=""1"">Water Hardness:</span> 10° to 20° dH,</p>
<p data-mce-fragment=""1""><span class=""b"" data-mce-fragment=""1"">Guppy Lifespan :</span> 1-2 years</p>
<p data-mce-fragment=""1""><span class=""b"" data-mce-fragment=""1"">Origin / Habitat:</span> Central America</p>
<p data-mce-fragment=""1""><span class=""b"" data-mce-fragment=""1"">Guppy Temperament / Behavior:</span> This is a peaceful and hardy fish that is good for beginners.</p>
<p data-mce-fragment=""1""><span class=""b"" data-mce-fragment=""1"">Tank Size:</span> 10 gallons or larger.</p>
<p data-mce-fragment=""1""><span class=""b"" data-mce-fragment=""1"">Guppy Compatible Tank Mates:</span> Many, given their peaceful nature.</p>
<p data-mce-fragment=""1""><span class=""b"" data-mce-fragment=""1"">Diet / Fish Food:</span> Give your Guppy flakes, freeze-dried and live foods. Vary their diet for optimum colors and health.</p>
<p data-mce-fragment=""1""><span class=""b"" data-mce-fragment=""1"">Tank Region:</span> Middle to top</p>
<p data-mce-fragment=""1""><span class=""b"" data-mce-fragment=""1"">Gender:</span> Easy to determine. The male will have the larger, more colorful tails.</p>
</div>",Duckaroo,,Product_Shrimps,"",true,Style,Trio - 2 male w 1 femail,,,,,,,,"",0.0,shopify,deny,manual,89.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0587/7422/5058/products/71122BA7-DBE3-4B54-B4BA-65232756F18D_1024x1024_2x_fa31b968-95cb-4e7f-95c6-1957f6ee4c47.webp?v=1650927924,1,"",false,,,,,,,,,,,,,,,,kg,,15.00,active
albino-koi-guppy-pair,Albino Koi Guppy Pair,"<meta charset=""utf-8"">
<h2 dir=""ltr"" data-mce-fragment=""1"">Albino Koi Guppy Information</h2>
<p dir=""ltr"" data-mce-fragment=""1"">The Albino Koi guppy (poecilia reticulata var Albino Koi) is one of the most beautiful and easy to keep fish of all time.</p>
<p dir=""ltr"" data-mce-fragment=""1"">The male Albino Koi Guppy features an exciting red-orange coloration on the face, dorsal fin, and tail fin. This fresh, exciting coloration makes the Albino Koi Guppy stand out and is relished by guppy enthusiasts and any freshwater aquarium hobbyist interested in unusual and distinct fish. All of our guppy strains are home bred and at least 3rd generation from imports. The Albino Koi Guppy is one of many unique varieties of the Poecilia reticulata guppy. These strains are all developed through years of careful, selective breeding. Guppies are typically known for their vibrant coloration.</p>
<p dir=""ltr"" data-mce-fragment=""1"">A great tropical fish for freshwater aquarium fish beginners, the Albino Koi Guppy is a very hardy tropical fish that is also a very prolific breeder. The male Albino Koi guppy is easy to distinguish from the female Albino Koi guppy because the male is usually more colorful with extremely colorful and large caudal fins (tails). The female is usually larger, thicker bodied, with less color and a smaller cuadal fin (tail).</p>
<h2 dir=""ltr"" data-mce-fragment=""1"">Albino Koi Guppy Breeding</h2>
<p dir=""ltr"" data-mce-fragment=""1"">Albino Koi Guppies are livebearers which means that the guppy fry are free swimming at birth. At each birth, the female Albino Koi guppy can have anywhere between 4 - 60+ fry. If left in a community tank, the Albino Koi guppy fry will be quickly eaten if not secured in a breeding net, breeder's box, or aquatic plants. Sadly, even the guppy parents will partake in the baby guppy feast.</p>
<p dir=""ltr"" data-mce-fragment=""1"">Please be responsible and have a plan for what to do with the Albino Koi guppy fry. If you're not interested in breeding them they should do just fine when kept as all males or all females. Mix the sexes and you will most likely have babies. If knowing that the larger fish in the tank are having a feast (as they would in the wild) on the baby guppies bothers you then only keep all males or all females. You may sometimes see some aggression amongst the males but nothing too out of hand.</p>
<p dir=""ltr"" data-mce-fragment=""1"">Also, keep in mind that female guppies can be pregnant when you buy them. Look for the gravid spot by the anal vent or a bulging in the belly area.</p>
<h2 dir=""ltr"" data-mce-fragment=""1"">Albino Koi Guppy Tank Requirements</h2>
<p dir=""ltr"" data-mce-fragment=""1"">The Albino Koi guppy requires an aquarium of at least 10 gallons in size. It is a very peaceful fish and should be housed with tankmates of similar temperament. Though the Albino Koi guppy is a hardy fish tolerant of small changes in water parameters, care should be taken to keep water temperature, pH, and nutrient levels in check. This hardy and energetic fish makes an excellent fish for beginning hobbyists.</p>
<p dir=""ltr"" data-mce-fragment=""1"">Albino Koi Guppies are relatively easy to breed even for the beginning aquarists. If you are interested in breeding guppies, the ideal aquarium should have a covering of floating plants and a breeding box to protect the fry. Adults may eat the fry if left to fend for themselves without the breeding box. The fry should be fed brine shrimp, micro food, and pulverized flakes.</p>
<h2 dir=""ltr"" data-mce-fragment=""1"">Albino Koi Guppy Food</h2>
<p dir=""ltr"" data-mce-fragment=""1"">The Albino Koi guppy is an omnivore and requires both algae-based foods as well as meaty foods. An algae-based flake food, along with freeze-dried bloodworms, tubifex, and brine shrimp will provide guppies with the proper nutrition.</p>
<p dir=""ltr"" data-mce-fragment=""1"">Food</p>
<p dir=""ltr"" data-mce-fragment=""1"">Fancy Guppies will accept most fish food including vitamin enriched flakes, frozen, freeze-dried, and live foods. Try to give them a variety of foods for optimum health and coloration. Feeding them live or frozen foods every once in a while should do wonders for their activity levels and general well being.</p>
<h2 dir=""ltr"" data-mce-fragment=""1"">Albino Koi Guppy Water Temperature</h2>
<p dir=""ltr"" data-mce-fragment=""1"">Albino Koi Guppies are hardy and can withstand a wide temperature range from 66F - 84F (19C - 29C). However, these guppies will do best in a 72f-78f range and the temperature can be increased to facilitate breeding and increased growth speed.</p>
<h2 dir=""ltr"" data-mce-fragment=""1"">Albino Koi Guppy Difficulty</h2>
<p dir=""ltr"" data-mce-fragment=""1"">Guppies are good for freshwater beginners when you have only one sex. This fish will breed easily in your tank if you plan on keeping males and females in the same tank.</p>
<h3 dir=""ltr"" data-mce-fragment=""1"">Guppy Temperament / Behavior</h3>
<p dir=""ltr"" data-mce-fragment=""1"">This is a peaceful and hardy fish that is good for beginners.</p>
<h2 dir=""ltr"" data-mce-fragment=""1"">Best Plants for Albino Koi Guppies</h2>
<p dir=""ltr"" data-mce-fragment=""1"">We highly recommend pearl weed for its ability to provide cover and break line of sight. Pearl weed provides excellent cover for fry and their food in the form of biofilm as well. Taiwan lilies are a great addition to any tank with guppies. The guppies will use the leaves as hammocks and sleep in them at night. Really any aquatic plant that provides lots of cover and biofilm for fry will be a fantastic addition to your aquarium.</p>
<h2 dir=""ltr"" data-mce-fragment=""1"">Suggested Albino Koi Guppy Tank Mates</h2>
<p dir=""ltr"" data-mce-fragment=""1"">We have had great success keeping our breeding guppies in community tanks with Corydoras, Neocaridina Shrimp, and Bristlenose Pleco.</p>
<h3 dir=""ltr"" data-mce-fragment=""1"">Albino Koi Guppy Quick Care Guide</h3>
<p dir=""ltr"" data-mce-fragment=""1"">Care Guide</p>
<p dir=""ltr"" data-mce-fragment=""1"">Scientific Name: Poecilia reticulata var Albino Koi</p>
<p dir=""ltr"" data-mce-fragment=""1"">Common Names: Guppy, Fancy Tail Guppy, Millions Fish, Rainbow Fish</p>
<p dir=""ltr"" data-mce-fragment=""1"">Color: Red, Orange, White, Light-Yellow</p>
<p dir=""ltr"" data-mce-fragment=""1"">Guppy Care Level: Easy, good for freshwater beginners when you have only one sex. This fish will breed easily in your tank if you plan on keeping males and females in the same tank.</p>
<p dir=""ltr"" data-mce-fragment=""1"">Size: 2 inches (5 cm)</p>
<p dir=""ltr"" data-mce-fragment=""1"">pH: 7 - 8</p>
<p dir=""ltr"" data-mce-fragment=""1"">Temperature : 66°F - 84°F (19°C - 29°C)</p>
<p dir=""ltr"" data-mce-fragment=""1"">Water Hardness: 10° to 20° dH,</p>
<p dir=""ltr"" data-mce-fragment=""1"">Guppy Lifespan : 1 - 2 years</p>
<p dir=""ltr"" data-mce-fragment=""1"">Guppy Temperament / Behavior: This is a peaceful and hardy fish that is good for beginners.</p>
<p dir=""ltr"" data-mce-fragment=""1"">Tank Size: 10 gallons or larger.</p>
<p dir=""ltr"" data-mce-fragment=""1"">Guppy Compatible Tank Mates: Many, given their peaceful nature.</p>
<p dir=""ltr"" data-mce-fragment=""1"">Diet / Fish Food: Give your Guppy flakes, freeze-dried and live foods. Vary their diet for optimum colors and health.</p>
<p dir=""ltr"" data-mce-fragment=""1"">Tank Region: Middle to top</p>
<p dir=""ltr"" data-mce-fragment=""1"">Gender: Easy to determine. The male will have the larger, more colorful tails.</p>",Aquatic Swan Design,Animals & Pet Supplies,Product_Shrimps,"",true,Style,Trio - 2 female and 1 male,,,,,,,,"",0.0,shopify,deny,manual,55.00,60.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0587/7422/5058/products/0000031_albino-koi-guppy-pair_550.jpg?v=1650927227,1,"",false,,,,,,,,,,,,,,,,kg,,,active
